20140616,92.81,94.31,94.12,93.01,91.66,92.10
20140617,94.31,94.12,93.01,91.66,92.10,92.25
20140618,94.12,93.01,91.66,92.10,92.25,91.82
20140619,93.01,91.66,92.10,92.25,91.82,91.82
20140620,91.66,92.10,92.25,91.82,91.82,91.72
20140623,92.10,92.25,91.82,91.82,91.72,91.11
20140624,92.25,91.82,91.82,91.72,91.11,90.97
20140625,91.82,91.82,91.72,91.11,90.97,90.18
20140626,91.82,91.72,91.11,90.97,90.18,90.42
20140627,91.72,91.11,90.97,90.18,90.42,91.38
20140630,91.11,90.97,90.18,90.42,91.38,92.91
20140701,90.97,90.18,90.42,91.38,92.91,93.60
20140702,90.18,90.42,91.38,92.91,93.60,93.58
20140703,90.42,91.38,92.91,93.60,93.58,93.65
20140707,91.38,92.91,93.60,93.58,93.65,95.04
20140708,92.91,93.60,93.58,93.65,95.04,95.36
20140709,93.60,93.58,93.65,95.04,95.36,95.36
20140710,93.58,93.65,95.04,95.36,95.36,94.53
20140711,93.65,95.04,95.36,95.36,94.53,95.38
20140714,95.04,95.36,95.36,94.53,95.38,96.27
20140715,95.36,95.36,94.53,95.38,96.27,95.94
20140716,95.36,94.53,95.38,96.27,95.94,95.92
20140717,94.53,95.38,96.27,95.94,95.92,93.92
20140718,95.38,96.27,95.94,95.92,93.92,93.88
20140721,96.27,95.94,95.92,93.92,93.88,94.36
20140722,95.94,95.92,93.92,93.88,94.36,94.50
20140723,95.92,93.92,93.88,94.36,94.50,96.53
20140724,93.92,93.88,94.36,94.50,96.53,96.87
20140725,93.88,94.36,94.50,96.53,96.87,97.24
20140728,94.36,94.50,96.53,96.87,97.24,98.39
20140729,94.50,96.53,96.87,97.24,98.39,98.84
20140730,96.53,96.87,97.24,98.39,98.84,98.19
20140731,96.87,97.24,98.39,98.84,98.19,96.39
20140801,97.24,98.39,98.84,98.19,96.39,95.72
20140804,98.39,98.84,98.19,96.39,95.72,95.88
20140805,98.84,98.19,96.39,95.72,95.88,95.02
20140806,98.19,96.39,95.72,95.88,95.02,95.09
20140807,96.39,95.72,95.88,95.02,95.09,95.03
20140808,95.72,95.88,95.02,95.09,95.03,94.05
20140811,95.88,95.02,95.09,95.03,94.05,95.46
20140812,95.02,95.09,95.03,94.05,95.46,96.25
20140813,95.09,95.03,94.05,95.46,96.25,96.64
20140814,95.03,94.05,95.46,96.25,96.64,97.19
20140815,94.05,95.46,96.25,96.64,97.19,97.53
20140818,95.46,96.25,96.64,97.19,97.53,98.68
20140819,96.25,96.64,97.19,97.53,98.68,100.00
20140820,96.64,97.19,97.53,98.68,100.00,100.52
20140821,97.19,97.53,98.68,100.00,100.52,100.53
20140822,97.53,98.68,100.00,100.52,100.53,100.83
20140825,98.68,100.00,100.52,100.53,100.83,101.72
20140826,100.00,100.52,100.53,100.83,101.72,101.18
20140827,100.52,100.53,100.83,101.72,101.18,101.63
20140828,100.53,100.83,101.72,101.18,101.63,102.17
20140829,100.83,101.72,101.18,101.63,102.17,102.55
20140902,101.72,101.18,101.63,102.17,102.55,103.23
20140903,101.18,101.63,102.17,102.55,103.23,100.89
20140904,101.63,102.17,102.55,103.23,100.89,98.94
20140905,102.17,102.55,103.23,100.89,98.94,98.85
20140908,102.55,103.23,100.89,98.94,98.85,98.68
20140909,103.23,100.89,98.94,98.85,98.68,99.61
20140910,100.89,98.94,98.85,98.68,99.61,99.44
20140911,98.94,98.85,98.68,99.61,99.44,100.53
20140912,98.85,98.68,99.61,99.44,100.53,101.63
20140915,98.68,99.61,99.44,100.53,101.63,102.25
20140916,99.61,99.44,100.53,101.63,102.25,100.08
20140917,99.44,100.53,101.63,102.25,100.08,101.20
20140918,100.53,101.63,102.25,100.08,101.20,101.95
20140919,101.63,102.25,100.08,101.20,101.95,101.61
20140922,102.25,100.08,101.20,101.95,101.61,101.36
20140923,100.08,101.20,101.95,101.61,101.36,101.74
20140924,101.20,101.95,101.61,101.36,101.74,102.03
20140925,101.95,101.61,101.36,101.74,102.03,99.22
20140926,101.61,101.36,101.74,102.03,99.22,99.58
20140929,101.36,101.74,102.03,99.22,99.58,99.53
20140930,101.74,102.03,99.22,99.58,99.53,101.03
20141001,102.03,99.22,99.58,99.53,101.03,99.69
20141002,99.22,99.58,99.53,101.03,99.69,99.13
20141003,99.58,99.53,101.03,99.69,99.13,99.62
20141006,99.53,101.03,99.69,99.13,99.62,100.03
20141007,101.03,99.69,99.13,99.62,100.03,99.43
20141008,99.69,99.13,99.62,100.03,99.43,99.71
20141009,99.13,99.62,100.03,99.43,99.71,101.50
20141010,99.62,100.03,99.43,99.71,101.50,101.16
